rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,throttle_pc,throttle_rate,engine_rpm
1479513000006013541,,36173,,1479513000,5944712,'',0.026000000536441803,-0.00039999998989515007,1243.75
1479513000016379581,,36174,,1479513000,16278175,'',0.026000000536441803,-0.00039999998989515007,1243.75
1479513000027449931,,36175,,1479513000,27369570,'',0.026000000536441803,0.0,1225.25
1479513000035397233,,36176,,1479513000,35338343,'',0.026000000536441803,0.0,1216.5
1479513000046246459,,36177,,1479513000,46149085,'',0.026000000536441803,0.0,1216.5
1479513000055268228,,36178,,1479513000,55195030,'',0.026000000536441803,0.0,1201.75
1479513000066011656,,36179,,1479513000,65942861,'',0.026000000536441803,0.0,1180.5
1479513000075610608,,36180,,1479513000,75468906,'',0.026000000536441803,0.0,1180.5
1479513000086364346,,36181,,1479513000,86287749,'',0.026000000536441803,0.0,1169.5
1479513000095337098,,36182,,1479513000,95221810,'',0.026000000536441803,0.0,1160.0
1479513000106207407,,36183,,1479513000,106137530,'',0.026000000536441803,0.0,1160.0
1479513000115405501,,36184,,1479513000,115285052,'',0.026000000536441803,0.0,1152.0
1479513000127441080,,36185,,1479513000,127368887,'',0.026000000536441803,0.0,1138.75
1479513000135647268,,36186,,1479513000,135565385,'',0.026000000536441803,0.0,1138.75
1479513000145931740,,36187,,1479513000,145860362,'',0.026000000536441803,0.0,1131.0
1479513000155307772,,36188,,1479513000,155195188,'',0.026000000536441803,0.0,1121.0
1479513000166259981,,36189,,1479513000,166190953,'',0.026000000536441803,0.0,1121.0
1479513000175314460,,36190,,1479513000,175191176,'',0.026000000536441803,0.0,1109.75
1479513000186201723,,36191,,1479513000,186125889,'',0.026000000536441803,0.0,1100.0
1479513000195505273,,36192,,1479513000,195443133,'',0.026000000536441803,0.0,1100.0
1479513000206183004,,36193,,1479513000,206122886,'',0.026000000536441803,0.0,1112.25
1479513000215382768,,36194,,1479513000,215284677,'',0.026000000536441803,0.0,1119.75
1479513000227843959,,36195,,1479513000,227773576,'',0.026000000536441803,0.0,1119.75
1479513000235310498,,36196,,1479513000,235189295,'',0.026000000536441803,0.0,1123.5
1479513000246313335,,36197,,1479513000,246238763,'',0.026000000536441803,0.0,1117.25
1479513000255523471,,36198,,1479513000,255419462,'',0.026000000536441803,0.0,1117.25
1479513000266221903,,36199,,1479513000,266151933,'',0.026000000536441803,0.0,1123.5
1479513000275379766,,36200,,1479513000,275194665,'',0.029999999329447746,0.0,1128.5
1479513000286319381,,36201,,1479513000,286249158,'',0.029999999329447746,0.0,1128.5
1479513000295264425,,36202,,1479513000,295189407,'',0.029999999329447746,0.0,1127.25
1479513000306227884,,36203,,1479513000,306135340,'',0.03099999949336052,0.0,1136.25
1479513000315650479,,36204,,1479513000,315445352,'',0.03099999949336052,0.0,1136.25
1479513000327479267,,36205,,1479513000,327411324,'',0.03099999949336052,0.0,1131.0
1479513000335280637,,36206,,1479513000,335189546,'',0.03099999949336052,0.0,1133.75
1479513000346420880,,36207,,1479513000,346336845,'',0.03099999949336052,0.0,1133.75
1479513000355331672,,36208,,1479513000,355230341,'',0.03200000151991844,0.0,1119.75
1479513000366018586,,36209,,1479513000,365915637,'',0.032999999821186066,0.0,1112.25
1479513000375779542,,36210,,1479513000,375444309,'',0.032999999821186066,0.0,1112.25
1479513000386016652,,36211,,1479513000,385909042,'',0.03400000184774399,0.0,1097.5
1479513000395261889,,36212,,1479513000,395182424,'',0.035999998450279236,0.0,1077.5
1479513000406523806,,36213,,1479513000,406457171,'',0.035999998450279236,0.0,1077.5
1479513000415383683,,36214,,1479513000,415282178,'',0.035999998450279236,0.0,1046.0
1479513000427461845,,36215,,1479513000,427358964,'',0.03700000047683716,0.0,1008.0
1479513000435537194,,36216,,1479513000,435457817,'',0.03700000047683716,0.0,1008.0
1479513000446092449,,36217,,1479513000,445930737,'',0.03799999877810478,0.0,966.0
1479513000455291878,,36218,,1479513000,455188966,'',0.039000000804662704,0.0,922.5
1479513000466443844,,36219,,1479513000,466362735,'',0.039000000804662704,0.0,922.5
1479513000475430013,,36220,,1479513000,475194473,'',0.03999999910593033,0.0,878.5
1479513000485991392,,36221,,1479513000,485921935,'',0.041999999433755875,0.0,842.25
1479513000495485777,,36222,,1479513000,495409608,'',0.041999999433755875,0.0,842.25
1479513000506559890,,36223,,1479513000,506485541,'',0.04399999976158142,0.0,785.5
1479513000515325177,,36224,,1479513000,515193182,'',0.04500000178813934,0.0,742.75
1479513000527904532,,36225,,1479513000,527813746,'',0.04500000178813934,0.0,742.75
1479513000535265687,,36226,,1479513000,535186772,'',0.04600000008940697,0.0,691.0
1479513000546098620,,36227,,1479513000,545977900,'',0.04600000008940697,0.0,651.25
1479513000555479769,,36228,,1479513000,555408813,'',0.04600000008940697,0.0,651.25
1479513000567380280,,36229,,1479513000,566264397,'',0.04600000008940697,0.0,612.5
1479513000575349638,,36230,,1479513000,575217430,'',0.04600000008940697,0.0,586.0
1479513000586215164,,36231,,1479513000,586146810,'',0.04600000008940697,0.0,586.0
1479513000595281445,,36232,,1479513000,595187770,'',0.04600000008940697,0.0,539.0
1479513000606039819,,36233,,1479513000,605941545,'',0.04600000008940697,0.0,500.0
1479513000615979533,,36234,,1479513000,615830723,'',0.04600000008940697,0.0,500.0
1479513000627528076,,36235,,1479513000,627455764,'',0.04600000008940697,0.0,479.25
1479513000635333798,,36236,,1479513000,635217613,'',0.04600000008940697,0.0,445.0
1479513000646294673,,36237,,1479513000,646170510,'',0.04600000008940697,0.0,445.0
1479513000655266148,,36238,,1479513000,655179808,'',0.04600000008940697,0.0,412.75
1479513000666030632,,36239,,1479513000,665916548,'',0.04699999839067459,0.0,378.75
1479513000675624696,,36240,,1479513000,675434435,'',0.04699999839067459,0.0,378.75
1479513000685974408,,36241,,1479513000,685882642,'',0.04699999839067459,0.0,349.0
1479513000695281205,,36242,,1479513000,695192235,'',0.04699999839067459,0.0,337.75
1479513000706283520,,36243,,1479513000,706164507,'',0.04699999839067459,0.0,337.75
1479513000715449603,,36244,,1479513000,715305374,'',0.04699999839067459,0.0,320.0
1479513000727702777,,36245,,1479513000,727629579,'',0.04800000041723251,0.0,277.25
1479513000735521314,,36246,,1479513000,735408777,'',0.04800000041723251,0.0,277.25
1479513000745968119,,36247,,1479513000,745859090,'',0.05000000074505806,0.0,253.75
1479513000755285245,,36248,,1479513000,755186611,'',0.050999999046325684,0.0,224.5
1479513000766326968,,36249,,1479513000,766164637,'',0.050999999046325684,0.0,224.5
1479513000775315466,,36250,,1479513000,775191717,'',0.052000001072883606,0.0,199.0
1479513000785973594,,36251,,1479513000,785854491,'',0.05299999937415123,0.0,166.0
1479513000795545723,,36252,,1479513000,795452612,'',0.05299999937415123,0.0,166.0
1479513000806022088,,36253,,1479513000,805913205,'',0.05400000140070915,0.0,141.5
1479513000815446103,,36254,,1479513000,815273812,'',0.05400000140070915,0.0,120.25
1479513000827949775,,36255,,1479513000,827889741,'',0.05400000140070915,0.0,120.25
1479513000835290647,,36256,,1479513000,835187190,'',0.054999999701976776,0.0,111.5
1479513000845993169,,36257,,1479513000,845912965,'',0.054999999701976776,0.0,92.5
1479513000855530569,,36258,,1479513000,855405174,'',0.054999999701976776,0.0,92.5
1479513000866097734,,36259,,1479513000,865969268,'',0.054999999701976776,0.0,75.75
1479513000875309175,,36260,,1479513000,875187638,'',0.054999999701976776,0.0,75.75
1479513000886262186,,36261,,1479513000,886172200,'',0.054999999701976776,0.0,75.75
1479513000895415276,,36262,,1479513000,895324639,'',0.054999999701976776,0.0,75.75
1479513000905954592,,36263,,1479513000,905858237,'',0.054999999701976776,0.0,75.75
1479513000915849763,,36264,,1479513000,915633169,'',0.054999999701976776,0.0,75.75
1479513000927738293,,36265,,1479513000,927683383,'',0.054999999701976776,0.0,75.75
1479513000935538811,,36266,,1479513000,935416184,'',0.054999999701976776,0.0,75.75
1479513000946248812,,36267,,1479513000,946161225,'',0.054999999701976776,0.0,75.75
1479513000955331077,,36268,,1479513000,955226261,'',0.054999999701976776,0.0,75.75
1479513000966393767,,36269,,1479513000,965951482,'',0.054999999701976776,0.0,75.75
1479513000975552649,,36270,,1479513000,975422594,'',0.054999999701976776,0.0,75.75
1479513000985992627,,36271,,1479513000,985903546,'',0.054999999701976776,0.0,75.75
1479513000995288023,,36272,,1479513000,995178196,'',0.054999999701976776,0.0,75.75
